State Code,County Name,County FIPS code,County Population (in 2012),County Income (in 2012),Agricultural Damage (%) (4 major crops),Mortality (deaths per 100k),Energy Expenditures (%),Labor Low-risk (%),Labor High-risk (%),Coastal damage (log10(% county income)),Property Crime (%),Violent Crime (%),Total damages (% county income)
IN,Benton County,18007,8834,39989,-29.75047493,2.890622854,10.15913105,-0.19368349,-1.414989114,,1.230632782,3.643449545,2.430500031
IN,Blackford County,18009,12548,33798,-23.6409874,0.109262116,9.725018501,-0.179058805,-1.373640895,,1.21868372,3.679644108,2.399499893
IN,Boone County,18011,59076,61233,-30.89250374,4.182332516,11.15833378,-0.184188396,-1.451325178,,1.151547074,3.647081137,1.844200015
IN,Brown County,18013,15068,38205,,6.506582737,11.64996624,-0.206482068,-1.528594732,,0.96672225,3.462624311,3.931299925
IN,Carroll County,18015,20096,37649,-30.65963745,1.976035714,10.0822897,-0.186586782,-1.467722416,,1.155822396,3.637855291,2.48210001
IN,Cass County,18017,38746,32410,-27.37607384,1.17100966,10.07411671,-0.184498012,-1.4196105,,1.328577518,3.690640688,2.709500074
IN,Clark County,18019,111920,36725,-48.11736298,19.07209778,13.41911888,-0.315998048,-1.859472632,,0.569930315,3.101426601,7.24669981
IN,Clay County,18021,26855,32341,-25.83954811,2.353409767,10.16434097,-0.192172021,-1.434289694,,1.162370801,3.615846634,2.951299906
IN,Clinton County,18023,32957,32762,-24.52910042,2.699892282,10.4037466,-0.159566969,-1.279632211,,1.278372645,3.697257996,2.923700094
IN,Crawford County,18025,10645,28949,,7.321301937,10.91094494,-0.225659251,-1.706611872,,0.797324598,3.265060425,5.605999947
IN,Daviess County,18027,32116,34511,-41.51210785,10.11409855,11.99570084,-0.217236385,-1.593652844,,0.978002608,3.38775897,5.178199768
IN,Dearborn County,18029,49782,39459,-34.45911407,6.457042217,11.63735008,-0.182763606,-1.538874269,,0.878099978,3.453435659,3.364000082
IN,Decatur County,18031,26083,35807,-36.71052933,7.641299248,11.74733162,-0.202532649,-1.561258078,,1.021696091,3.477267265,4.132900238
IN,DeKalb County,18033,42255,34897,-2.777671337,-6.602845669,7.638844013,-0.155168608,-1.139631629,,1.67904377,3.8584795,-0.041377999
IN,Delaware County,18035,117310,30938,-23.52736855,0.096668206,9.725018501,-0.179058805,-1.373640895,,1.222377181,3.689157486,2.592200041
IN,Dubois County,18037,42094,47895,-41.88282013,9.457544327,11.94059563,-0.248951718,-1.736267567,,0.759346128,3.242687225,3.690299988
IN,Elkhart County,18039,199240,34544,-17.11203003,-1.915451527,9.309199333,-0.142592594,-1.13760066,,1.514710665,3.813817024,1.449900031
IN,Fayette County,18041,23965,31883,-42.65702438,7.622882843,11.24757767,-0.249207735,-1.740158081,,0.888556242,3.369728565,5.14839983
IN,Floyd County,18043,75284,43473,,18.99201584,13.41911888,-0.315998048,-1.859472632,,0.569930315,3.101426601,6.206200123
IN,Fountain County,18045,17100,35337,-41.87589645,9.14935112,11.8512001,-0.245358109,-1.68559587,,0.922639251,3.387383461,4.775400162
IN,Franklin County,18047,22986,37940,-41.35128784,5.161165237,11.24757767,-0.249207735,-1.740158081,,0.888556242,3.369728565,3.482199907
IN,Fulton County,18049,20664,35506,-20.89582825,0.165540725,9.782329559,-0.15933156,-1.241268277,,1.409873128,3.785046577,1.86619997
IN,Gibson County,18051,33551,38221,-45.77165985,13.99821281,12.47232533,-0.304793179,-1.800193071,,0.694468081,3.102278233,5.694200039
IN,Grant County,18053,69283,34339,-22.72540855,1.255393505,10.20234871,-0.174486369,-1.359268785,,1.270487428,3.708841562,2.79640007
IN,Greene County,18055,33029,33160,-30.37125015,4.650017262,10.40600967,-0.191758007,-1.473818302,,1.013239741,3.475105762,3.480700016
IN,Hamilton County,18057,289570,60343,-26.33013535,0.47136268,10.11586285,-0.182926729,-1.379939079,,1.203342915,3.646705151,1.187899947
IN,Hancock County,18059,70641,43120,-28.37062073,3.159487009,11.28925991,-0.182893425,-1.407559991,,1.187181354,3.648636103,2.316400051
IN,Harrison County,18061,39099,34613,-52.06491089,16.73973083,13.41911888,-0.315998048,-1.859472632,,0.569930315,3.101426601,7.246500015
IN,Hendricks County,18063,150720,41392,-34.11115265,4.76317358,11.88972187,-0.184472889,-1.484132409,,1.088096976,3.563646078,2.98239994
IN,Henry County,18065,49259,31340,-18.53851318,-0.577028155,9.948106766,-0.138764471,-1.244705081,,1.262170672,3.741523027,2.090399981
IN,Howard County,18067,82973,34185,-25.47766113,1.177260041,10.07411671,-0.184498012,-1.4196105,,1.342145681,3.696109295,2.522799969
IN,Huntington County,18069,36979,34761,-26.7781868,-0.508662939,9.562366486,-0.195330933,-1.491600871,,1.263679624,3.640518188,2.125299931
IN,Jackson County,18071,42990,37470,-30.24866104,5.364950657,11.02101994,-0.190046698,-1.501764655,,0.972711682,3.482189655,3.280299902
IN,Jasper County,18073,33453,38104,-30.53734589,1.791228414,10.2522049,-0.206548542,-1.373744726,,1.374634147,3.671289921,2.111799955
IN,Jay County,18075,21370,33895,-22.51789284,0.104317799,9.725018501,-0.179058805,-1.373640895,,1.21868372,3.679644108,2.164999962
IN,Jefferson County,18077,32506,35376,-41.74230194,11.88250065,12.47434425,-0.284562796,-1.754868746,,0.652405024,3.146868229,5.424300194
IN,Jennings County,18079,28182,31002,-29.60036659,4.713337898,11.02101994,-0.190046698,-1.501764655,,0.972711682,3.482189655,3.88499999
IN,Johnson County,18081,143560,40505,-26.86996078,2.710969448,10.85917187,-0.168198675,-1.322598934,,1.225203753,3.690886736,2.4223001
IN,Knox County,18083,38051,38377,-45.36034393,14.76712513,12.35949802,-0.297329992,-1.800802112,,0.787650526,3.237183571,6.050499916
IN,Kosciusko County,18085,77654,37551,-13.43927097,-2.69260025,9.306933403,-0.150572911,-1.108045459,,1.478981376,3.860235214,0.889010012
IN,LaGrange County,18087,37635,27833,-20.30215836,-3.519153118,8.20263195,-0.16787079,-1.287336946,,1.554776192,3.733958483,1.042199969
IN,Lake County,18089,493190,37127,-23.63953018,-0.739016235,9.372132301,-0.195162401,-1.34855628,,1.438219428,3.746007442,1.857599974
IN,LaPorte County,18091,111160,35024,-17.4075737,-0.937826633,10.0759964,-0.160351947,-1.109071255,,1.62212956,3.849857092,1.641800046
IN,Lawrence County,18093,46045,33042,-34.03219223,6.664700031,11.17960262,-0.201220542,-1.569682717,,0.894158244,3.416836977,4.384500027
IN,Madison County,18095,130280,31293,-26.33860207,3.579799891,11.18431759,-0.169920087,-1.335160255,,1.203559041,3.65178442,3.787899971
IN,Marion County,18097,918580,39247,-25.85610771,2.837302446,10.85917187,-0.168198675,-1.322598934,,1.225203753,3.690886736,2.683900118
IN,Marshall County,18099,47025,33499,-17.36120796,-2.644096851,9.280288696,-0.164770156,-1.162154436,,1.575991392,3.83053565,1.373900056
IN,Martin County,18101,10322,34285,-39.38788605,6.532887459,11.11753273,-0.242860883,-1.703656554,,0.828405797,3.301376104,4.204899788
IN,Miami County,18103,36502,28055,-24.32423973,1.01030755,10.07411671,-0.184498012,-1.4196105,,1.342145681,3.696109295,2.888700008
IN,Monroe County,18105,141290,32716,-35.59683228,4.610016823,11.64996624,-0.206482068,-1.528594732,,0.96672225,3.462624311,3.740999937
IN,Montgomery County,18107,38202,33461,-29.58548737,4.049625397,11.06223488,-0.18289955,-1.38386023,,1.265095472,3.644538403,3.404999971
IN,Morgan County,18109,69216,35448,-28.89033318,2.151019573,10.00217819,-0.174027711,-1.408529162,,1.07407403,3.58004117,2.454999924
IN,Newton County,18111,14079,34153,-30.94465256,2.105144739,10.2522049,-0.206548542,-1.373744726,,1.355237126,3.690618515,2.562000036
IN,Noble County,18113,47424,31542,-15.22623634,-3.621590614,8.850798607,-0.144838467,-1.199388266,,1.484969258,3.825747013,1.094900012
IN,Ohio County,18115,6103,31512,,8.57556057,12.14059544,-0.186978042,-1.507999063,,0.895220459,3.462113142,5.400599957
IN,Orange County,18117,19696,31454,-39.07897186,7.763365269,10.91094494,-0.225659251,-1.706611872,,0.797905684,3.256317854,5.011400223
IN,Owen County,18119,21363,31182,-29.02539825,4.191448689,10.40600967,-0.191758007,-1.473818302,,1.013239741,3.475105762,3.676599979
IN,Parke County,18121,17112,28620,-40.49931717,7.567518711,11.8512001,-0.245358109,-1.68559587,,0.930688858,3.398880482,5.388599873
IN,Perry County,18123,19429,31385,-54.48037338,19.5015316,13.32123852,-0.289620459,-1.839683294,,0.597385228,3.093296766,8.486100197
IN,Pike County,18125,12774,33505,-49.9370575,14.92714405,12.47232533,-0.304793179,-1.800193071,,0.694468081,3.102278233,6.576900005
IN,Porter County,18127,165660,43411,-19.55499458,-3.856451988,7.666615963,-0.183659062,-1.278776884,,1.473160744,3.753924847,0.787699997
IN,Posey County,18129,25616,41189,-47.3742981,16.52099419,13.14758968,-0.275992572,-1.806953907,,0.679706275,3.055181026,5.875800133
IN,Pulaski County,18131,13053,37404,-21.51793861,0.169165984,9.782329559,-0.15933156,-1.241268277,,1.426265359,3.79753232,1.908499956
IN,Putnam County,18133,37681,29562,-25.79316902,1.749746084,10.16434097,-0.192172021,-1.434289694,,1.162370801,3.615846634,2.996900082
IN,Randolph County,18135,25835,35171,-16.2921772,0.302350491,10.14828205,-0.136205003,-1.195265055,,1.330145121,3.773319721,2.237299919
IN,Ripley County,18137,28529,36832,-34.90842438,7.69641161,11.74733162,-0.202532649,-1.561258078,,1.025837421,3.489463568,4.084899902
IN,Rush County,18139,17134,34375,-27.15514374,2.639623642,10.75438595,-0.157510757,-1.397846937,,1.142693281,3.626728058,2.994600058
IN,St. Joseph County,18141,266570,38378,-17.67170906,-2.699474573,9.280288696,-0.164770156,-1.162154436,,1.590864897,3.82426405,1.155500054
IN,Scott County,18143,23784,29984,-28.25868988,5.723798275,11.02101994,-0.190046698,-1.501764655,,0.972711682,3.482189655,4.968900204
IN,Shelby County,18145,44382,35956,-29.48168373,3.732408047,11.28925991,-0.182893425,-1.407559991,,1.187181354,3.648636103,3.129100084
IN,Spencer County,18147,20875,36535,-51.5383873,16.91913414,13.32123852,-0.289620459,-1.839683294,,0.597385228,3.093296766,6.570000172
IN,Starke County,18149,23197,28659,-23.10381317,0.171451807,9.782329559,-0.15933156,-1.241268277,,1.444115639,3.791682243,2.503299952
IN,Steuben County,18151,34155,34206,-6.777540207,-6.500119686,7.638844013,-0.155168608,-1.139631629,,1.67904377,3.8584795,-0.0018071
IN,Sullivan County,18153,21227,30353,-38.58065414,11.33271885,11.99570084,-0.217236385,-1.593652844,,0.978002608,3.38775897,6.148200035
IN,Switzerland County,18155,10402,26349,,11.07716942,12.47434425,-0.284562796,-1.754868746,,0.641429961,3.149564981,7.708199978
IN,Tippecanoe County,18157,178180,32507,-34.48133469,3.594712496,11.32139397,-0.203361407,-1.514762044,,1.168447375,3.557284355,3.448999882
IN,Tipton County,18159,15721,37735,-26.08906746,1.139437795,10.07411671,-0.184498012,-1.4196105,,1.342145681,3.696109295,2.192500114
IN,Union County,18161,7340,30160,-43.25856781,5.694716454,11.24757767,-0.249207735,-1.740158081,,0.888556242,3.369728565,4.522999763
IN,Vanderburgh County,18163,180780,40522,-47.33704758,16.79201889,12.70390034,-0.307648242,-1.872941494,,0.622467697,3.063456297,6.059599876
IN,Vermillion County,18165,15955,33291,-45.37234879,10.36408138,11.8512001,-0.245358109,-1.68559587,,0.922639251,3.387383461,5.408500195
IN,Vigo County,18167,108590,32949,-35.26646423,8.504036903,11.59440136,-0.204425365,-1.510825753,,1.126907587,3.516311884,4.445799828
IN,Wabash County,18169,32428,37577,-27.4784584,-0.571231186,9.562366486,-0.195330933,-1.491600871,,1.263679624,3.640518188,1.887099981
IN,Warren County,18171,8386,39037,-38.30701828,6.974737644,11.45700932,-0.22064437,-1.573563218,,1.179686666,3.592283726,3.810899973
IN,Warrick County,18173,60439,43857,-48.96157837,13.23994827,12.70390034,-0.307648242,-1.872941494,,0.622467697,3.063456297,4.786200047
IN,Washington County,18175,27925,30549,-39.65977859,9.731448174,12.07463741,-0.210846692,-1.701040626,,0.787223279,3.321065187,5.881499767
IN,Wayne County,18177,68371,32880,-26.70290184,2.072729588,10.57536793,-0.18019101,-1.414713025,,1.132419825,3.609392881,3.092900038
IN,Wells County,18179,27678,36733,-21.22132111,0.758735657,10.36386967,-0.163340017,-1.294886708,,1.40348053,3.770685911,2.173099995
IN,White County,18181,24408,35484,-30.53891182,2.341979742,10.0822897,-0.186586782,-1.467722416,,1.15484345,3.630460262,2.728399992
IN,Whitley County,18183,33270,35619,-11.54603863,-3.837645531,8.850798607,-0.144838467,-1.199388266,,1.484969258,3.825747013,0.857620001
IA,Adair County,19001,7515,41361,-41.28560257,8.418394089,10.16356754,-0.250972241,-1.630147696,,1.414161921,3.81981492,3.846199989
IA,Adams County,19003,3904,58326,-31.13451004,1.683931351,9.420091629,-0.227114409,-1.441270471,,1.561343789,3.937223673,1.610900044
IA,Allamakee County,19005,14131,38961,-29.93461418,-0.451151371,9.275341988,-0.169321105,-1.273754716,,1.874818444,4.085121155,1.703299999
IA,Appanoose County,19007,12711,33199,-28.77469826,4.826756477,9.563329697,-0.21855624,-1.365878463,,1.495635867,3.914093256,3.57069993
IA,Audubon County,19009,5876,49789,-26.41284752,-2.765953541,8.187368393,-0.204938546,-1.431801677,,1.711031675,3.952085972,0.989799976
IA,Benton County,19011,25861,44713,-26.70877647,0.373341888,9.068846703,-0.204073593,-1.381753325,,1.718283892,3.985813379,1.654999971
IA,Black Hawk County,19013,131660,38883,-29.64383698,-0.857642174,8.599284172,-0.224047408,-1.437459826,,1.736466646,3.887679338,1.857499957
IA,Boone County,19015,26234,42842,-26.90620422,-2.127644062,8.60154438,-0.209419727,-1.405502319,,1.706813335,3.903599739,1.386899948
IA,Bremer County,19017,24463,43468,-30.11365891,-0.898555577,8.599284172,-0.224047408,-1.437459826,,1.736466646,3.887679338,1.449499965
IA,Buchanan County,19019,20942,40384,-21.10923767,-3.498886108,8.125427246,-0.193734899,-1.300465584,,1.857875586,4.002030849,0.924910009
IA,Buena Vista County,19021,20548,45827,-22.83584404,-2.896256924,8.704713821,-0.186067283,-1.342562199,,1.786905527,3.894531965,1.156100035
IA,Butler County,19023,14977,43467,-20.30722046,-3.740281582,8.483074188,-0.187768683,-1.278861284,,1.873297572,3.941438437,0.90425998
IA,Calhoun County,19025,9910,46006,-24.41911316,-4.884452343,8.575828552,-0.205633447,-1.417275667,,1.758513212,3.911825895,0.835709989
IA,Carroll County,19027,20674,47159,-31.95260429,-1.268133521,8.704977989,-0.226546824,-1.503685355,,1.685605884,3.830149889,1.522600055
IA,Cass County,19029,13720,40478,-37.93497086,0.292467922,8.692464828,-0.262153298,-1.638578176,,1.50282383,3.792340279,2.165400028
IA,Cedar County,19031,18425,44852,-29.96722412,2.084759235,9.35627079,-0.216009602,-1.402593851,,1.648949265,3.930891991,1.950999975
IA,Cerro Gordo County,19033,43711,45232,-19.33843613,-6.796584129,7.415819168,-0.198211581,-1.279962659,,1.916345477,3.955206871,0.257459998
IA,Cherokee County,19035,11981,56464,-30.52255058,-4.806508541,7.847809792,-0.234358639,-1.504471064,,1.679021478,3.811963558,0.748889983
IA,Chickasaw County,19037,12270,52745,-9.113195419,-7.892943859,7.402217388,-0.179083124,-1.153416157,,2.030174732,4.096530914,-0.145669997
IA,Clarke County,19039,9340,33126,-29.05446434,3.034861565,9.46986866,-0.222650558,-1.401290298,,1.507615805,3.934734106,2.869100094
IA,Clay County,19041,16563,45344,-24.4966507,-5.388300419,8.01860714,-0.228156641,-1.3694942,,1.834233999,3.837382317,0.653079987
IA,Clayton County,19043,17934,44176,-31.04309464,-6.085902214,7.048727512,-0.194981471,-1.353732109,,1.782974958,3.954816103,0.284000009
IA,Clinton County,19045,48723,38313,-18.43061066,-5.341393471,7.79310751,-0.184988946,-1.220829725,,1.823011398,3.992955446,0.449809998
IA,Crawford County,19047,17306,42968,-38.51022339,1.998850942,9.45241642,-0.250582725,-1.562058091,,1.60265255,3.8000319,2.359200001
IA,Dallas County,19049,72121,52370,-33.00556946,-0.096006855,8.914464951,-0.232555583,-1.511601925,,1.613230348,3.844639063,1.479699969
IA,Davis County,19051,8709,32670,-34.76559067,5.976020813,10.05208969,-0.239512354,-1.446854591,,1.387347698,3.825468779,4.010200024
IA,Decatur County,19053,8250,30183,-32.35938263,1.882513165,8.774121284,-0.247955352,-1.487368822,,1.36828053,3.813474178,3.200299978
IA,Delaware County,19055,17572,43225,-21.97157097,-4.699224949,7.491063118,-0.180014908,-1.225758553,,1.849701047,3.986010551,0.530130029
IA,Des Moines County,19057,40271,47466,-35.9368782,7.910605907,10.41355515,-0.22607331,-1.44732523,,1.416231036,3.768848181,3.005199909
IA,Dickinson County,19059,16965,47900,-18.28649521,-7.746075153,7.548288345,-0.208291069,-1.311755776,,1.86738348,3.949839592,0.0073936
IA,Dubuque County,19061,95147,41255,-21.88821411,-3.981627226,8.424467087,-0.169119,-1.11947,,1.883488655,4.061795235,0.722050011
IA,Emmet County,19063,9997,40876,-17.19480515,-9.033130646,7.559361935,-0.198971763,-1.256196618,,1.878660798,3.918282747,-0.271140009
IA,Fayette County,19065,20794,37142,-14.43893623,-6.72358799,7.429586411,-0.177032068,-1.196853161,,1.984587431,4.056232929,0.189400002
IA,Floyd County,19067,16136,39000,-15.57104778,-4.780788422,8.127250671,-0.174455196,-1.221643925,,1.943642974,4.038086414,0.870119989
IA,Franklin County,19069,10526,50431,-23.02106094,-4.66072607,8.11468029,-0.200578228,-1.339097023,,1.861650229,3.867006779,0.517139971
IA,Fremont County,19071,7134,45832,-42.12739182,7.918291569,10.31506538,-0.286269993,-1.639082909,,1.40625155,3.748428822,3.237299919
IA,Greene County,19073,9161,47592,-32.86286545,-0.529819429,8.802158356,-0.237599567,-1.553022981,,1.625076294,3.855723381,1.878100038
IA,Grundy County,19075,12423,50206,-20.96319389,-3.469786167,8.266289711,-0.189410582,-1.314711213,,1.793640733,3.957475185,0.725030005
IA,Guthrie County,19077,10771,43569,-33.49330902,-1.323313355,8.423987389,-0.241943717,-1.520775557,,1.584552526,3.863094091,1.612400055
IA,Hamilton County,19079,15308,50291,-25.27235031,-4.005352497,7.895485401,-0.21044594,-1.398146391,,1.719355464,3.906141758,0.677690029
IA,Hancock County,19081,11164,50378,-14.18734837,-6.584255219,7.810339928,-0.188330978,-1.212252617,,1.967960238,3.991448641,0.114160001
IA,Hardin County,19083,17378,48785,-25.21560669,-4.458611965,8.148182869,-0.21230486,-1.364274502,,1.795199037,3.880189896,0.700079978
IA,Harrison County,19085,14520,40368,-41.10174942,2.368049145,9.129071236,-0.277296573,-1.669870853,,1.523849964,3.748869181,2.723400116
IA,Henry County,19087,20112,38248,-40.86402512,8.512662888,10.58028984,-0.24542518,-1.561421752,,1.328531027,3.735136509,4.11590004
IA,Howard County,19089,9582,44868,-7.799086094,-10.83178711,6.547721386,-0.166258797,-1.169318199,,2.057204008,4.117551804,-0.94125998
IA,Humboldt County,19091,9733,51058,-26.93377686,-3.211796284,8.396170616,-0.230416954,-1.423048973,,1.752455592,3.825570345,1.022099972
IA,Ida County,19093,7091,49977,-34.78967285,-1.862180352,8.340269089,-0.245687321,-1.597054958,,1.619299889,3.830415249,1.265599966
IA,Iowa County,19095,16206,50153,-26.35566711,-0.332416475,8.752038002,-0.203474328,-1.348813295,,1.661598802,3.980555773,1.370100021
IA,Jackson County,19097,19689,38228,-34.71546555,-1.542005301,8.649688721,-0.237987578,-1.408715606,,1.652859807,3.79675293,1.597800016
IA,Jasper County,19099,36544,37507,-30.22219276,0.487979472,9.185424805,-0.225499943,-1.433645487,,1.645355344,3.950088501,2.185400009
IA,Jefferson County,19101,17084,37023,-42.96601486,7.927628517,10.59095192,-0.265711546,-1.644491076,,1.311902881,3.708678961,4.050700188
IA,Johnson County,19103,136910,43724,-43.80507278,3.604750633,10.50473785,-0.261914641,-1.668308854,,1.384411335,3.784700632,2.656199932
IA,Jones County,19105,20619,37244,-24.61360359,-4.084002018,7.450029373,-0.20831354,-1.325450659,,1.768842936,3.959884167,1.076400042
IA,Keokuk County,19107,10398,42375,-30.5722599,2.823554039,9.504499435,-0.221265316,-1.404473305,,1.588705182,3.951381445,2.223700047
IA,Kossuth County,19109,15351,55854,-14.16935158,-6.839320183,7.810339928,-0.188330978,-1.212252617,,1.967960238,3.991448641,0.112020001
IA,Lee County,19111,35622,34960,-43.77417374,12.8467741,11.00119877,-0.220391974,-1.504278302,,1.27630496,3.698461771,5.745399952
IA,Linn County,19113,215210,45432,-35.73179245,3.418452263,9.834274292,-0.226605698,-1.495908022,,1.55606091,3.861929178,2.405800104
IA,Louisa County,19115,11327,37054,-30.16592407,3.048081875,9.549993515,-0.207308546,-1.399800897,,1.565013766,3.920090675,2.651499987
IA,Lucas County,19117,8764,35343,-31.25271606,0.522274017,8.535669327,-0.236146569,-1.451984286,,1.48767972,3.883954287,2.298199892
IA,Lyon County,19119,11760,56698,-31.13327789,-4.528952122,7.960947037,-0.260684848,-1.513764024,,1.77231884,3.818386555,0.60165
IA,Madison County,19121,15627,40196,-31.56406593,1.833465576,9.320841789,-0.22742632,-1.46878767,,1.528332949,3.933220863,2.209300041
IA,Mahaska County,19123,22417,36495,-32.00481415,1.656726241,9.167176247,-0.220970407,-1.42488265,,1.534788489,3.923812151,2.673599958
IA,Marion County,19125,33378,38876,-35.48933029,5.131342888,9.912947655,-0.23392877,-1.448298812,,1.483184934,3.872359514,3.137300014
IA,Marshall County,19127,41058,36852,-26.45410919,-2.163481474,8.349151611,-0.203987479,-1.365751028,,1.69416368,3.937644482,1.62530005
IA,Mills County,19129,14881,47729,-45.85807037,5.396506786,10.01439381,-0.319787264,-1.76721096,,1.366541266,3.684901953,2.999500036
IA,Mitchell County,19131,10727,53176,-13.08078289,-6.376859665,7.898682594,-0.174870074,-1.175535679,,2.019445419,4.089457989,0.180050001
IA,Monona County,19133,9142,39211,-28.34361267,-1.779203057,8.958702087,-0.203238711,-1.402839541,,1.73278749,3.94912076,1.659500003
IA,Monroe County,19135,8071,35508,-30.57677078,4.415516853,9.563329697,-0.21855624,-1.365878463,,1.495635867,3.914093256,3.134599924
IA,Montgomery County,19137,10558,38492,-44.58525085,7.730762005,9.869000435,-0.290928692,-1.711973071,,1.400995851,3.740753174,4.122799873
IA,Muscatine County,19139,42905,43759,-42.55002213,7.508937359,10.4425106,-0.239989817,-1.58711946,,1.382551789,3.80242753,3.585500002
IA,O'Brien County,19141,14163,50918,-32.26509476,0.531644285,9.254555702,-0.227212489,-1.518578291,,1.75214076,3.865072012,1.774199963
IA,Osceola County,19143,6190,46621,-17.50351715,-9.233021736,7.517060757,-0.212164983,-1.340387344,,1.871551394,3.969056845,-0.153109998
IA,Page County,19145,15751,37521,-47.68313599,9.923381805,10.4436121,-0.314048082,-1.726679802,,1.333913088,3.674999237,4.37830019
IA,Palo Alto County,19147,9281,51145,-16.99182892,-8.612979889,7.953307629,-0.196571529,-1.24811542,,1.907552958,3.909102201,0.090365
IA,Plymouth County,19149,24881,50506,-32.09619141,-2.285225153,8.424077988,-0.244039088,-1.55483222,,1.711339831,3.855291128,1.188500047
IA,Pocahontas County,19151,7161,51955,-29.81210899,-3.529876232,8.657139778,-0.229177117,-1.522681952,,1.774526119,3.786222219,1.070299983
IA,Polk County,19153,443980,48333,-40.19705582,2.070723295,9.401665688,-0.270082951,-1.619529247,,1.504528761,3.770377874,2.228300095
IA,Pottawattamie County,19155,92918,38020,-47.48895264,5.732479572,9.951199532,-0.295097351,-1.6880759,,1.404742599,3.678511143,3.84800005
IA,Poweshiek County,19157,18759,41206,-22.654459,-4.113034248,7.699267387,-0.194987655,-1.302111506,,1.673772693,4.004124165,0.835759997
IA,Ringgold County,19159,5085,38573,-31.09723091,3.58677721,9.372122765,-0.227172896,-1.414673567,,1.42167604,3.903461218,2.851399899
IA,Sac County,19161,10162,51435,-25.08084488,-7.221572399,7.828785419,-0.211359009,-1.444272399,,1.749128819,3.839231968,0.380760014
IA,Scott County,19163,168830,47269,-40.27552414,4.403682232,10.08970737,-0.247537136,-1.539258242,,1.441597819,3.768197298,2.66989994
IA,Shelby County,19165,12071,47076,-37.93060303,2.331648588,9.45241642,-0.250582725,-1.562058091,,1.591109633,3.801296473,2.285900116
IA,Sioux County,19167,34348,44080,-40.07012177,0.277350992,8.706875801,-0.26788494,-1.712036848,,1.603711486,3.766918182,1.93840003
IA,Story County,19169,91721,38798,-24.15683746,-1.039520979,8.763424873,-0.193151593,-1.327536225,,1.776090145,3.975193024,1.596500039
IA,Tama County,19171,17526,42179,-22.54155731,-2.968137026,8.319242477,-0.205262646,-1.276116252,,1.726051688,3.991898298,0.947420001
IA,Taylor County,19173,6223,37191,-39.80315399,6.274383068,10.05404854,-0.273744255,-1.58256793,,1.350471616,3.788063765,3.679399967
IA,Union County,19175,12591,35021,-30.91556931,1.637851238,9.420091629,-0.227114409,-1.441270471,,1.561343789,3.937223673,2.588799953
IA,Van Buren County,19177,7454,33741,-46.71792221,10.95581436,10.37680054,-0.301800817,-1.775797606,,1.12198925,3.514254332,5.35340023
IA,Wapello County,19179,35349,34523,-34.42966843,5.492861271,9.881382942,-0.24215813,-1.473500967,,1.460760355,3.843761683,3.539599895
IA,Warren County,19181,46950,40387,-31.84716415,1.541460633,9.320841789,-0.22742632,-1.46878767,,1.528332949,3.933220863,2.251699924
IA,Washington County,19183,21921,44864,-34.64813614,3.531902313,9.442134857,-0.248721257,-1.524042487,,1.491282344,3.845364332,2.447400093
IA,Wayne County,19185,6355,34259,-30.09579659,0.672811747,8.535669327,-0.236146569,-1.451984286,,1.48767972,3.883954287,2.194200039
IA,Webster County,19187,37253,40563,-26.87038422,-3.241633415,8.396170616,-0.230416954,-1.423048973,,1.740596652,3.830728531,1.367599964
IA,Winnebago County,19189,10626,38035,-16.68441772,-6.031983852,8.018614769,-0.184057623,-1.226583838,,1.947859645,3.988568068,0.477160007
IA,Winneshiek County,19191,21036,41444,-29.37244415,-2.480526924,7.998916626,-0.187103823,-1.43574512,,1.787653089,3.989511967,1.206500053
IA,Woodbury County,19193,102330,36016,-41.55888748,0.663544595,8.88828373,-0.285592347,-1.722002864,,1.497589946,3.766507387,2.673000097
IA,Worth County,19195,7519,39603,-4.108771801,-10.05655575,7.191602707,-0.172935933,-1.108478785,,2.080506802,4.138960361,-0.651790023
IA,Wright County,19197,13008,45701,-24.55631828,-5.008582115,7.895485401,-0.21044594,-1.398146391,,1.725673556,3.904308081,0.846750021
KS,Allen County,20001,13341,36864,-33.29481888,20.67401314,11.63424397,-0.306559205,-1.629791975,,0.805927396,3.38495636,7.115200043
KS,Anderson County,20003,7918,38621,-38.01918793,19.31244278,11.63424397,-0.306559205,-1.629791975,,0.797205746,3.388874769,6.293200016
KS,Atchison County,20005,16800,31763,-45.41746521,14.07969379,11.16468716,-0.280179113,-1.590336323,,1.164592385,3.624650717,6.286300182
KS,Barber County,20007,4880,47611,22.23005295,27.41497803,11.86703873,-0.387378097,-1.591441512,,0.42847836,2.555826426,6.745200157
KS,Barton County,20009,27553,48934,3.791973352,20.55831909,12.36367607,-0.395670205,-1.725666761,,0.595609426,2.835999012,5.206200123
KS,Bourbon County,20011,14859,32973,-43.41099548,25.01116753,12.27926254,-0.343092173,-1.725654006,,0.725681245,3.141979456,8.83769989
KS,Brown County,20013,9888,39502,-48.6913414,13.45115566,10.80560207,-0.33393991,-1.73865366,,1.142307043,3.474463463,5.402900219
KS,Butler County,20015,65756,41780,-25.90641594,10.5416584,11.31258202,-0.300464094,-1.560882568,,0.841097593,3.356678486,3.913300037
KS,Chase County,20017,2750,66605,-35.40304947,17.9545784,11.60986423,-0.325826854,-1.625277042,,0.821153164,3.29131341,3.403100014
